Category,Message,Sent_Date,Sent_Time,Source_IP,Source_Location
ham,How come u got nothing to do?,2025-07-18,00:40:44,172.16.215.9,"('Germany', 'Hesse')"
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,2025-07-31,03:08:11,124.13.121.219,"('Malaysia', 'Selangor')"
ham,i want to grasp your pretty booty :),2025-09-28,02:41:16,124.13.187.168,"('Indonesia', 'DKI Jakarta')"
ham,I've got it down to a tea. not sure which flavour,2025-07-13,03:21:53,45.67.188.91,"('Malaysia', 'Selangor')"
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,2025-07-07,05:34:51,124.13.68.11,"('Malaysia', 'Selangor')"
ham,Dear i am not denying your words please,2025-09-14,05:02:08,192.168.140.229,"('Malaysia', 'Kuala Lumpur')"
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,2025-08-02,01:25:31,172.16.150.208,"('Indonesia', 'DKI Jakarta')"
ham,COME BACK TO TAMPA FFFFUUUUUUU,2025-07-28,00:55:53,192.168.130.92,"('Singapore', 'Central')"
ham,"2 celebrate my bday, y else?",2025-07-29,01:45:48,192.168.160.241,"('Malaysia', 'Selangor')"
ham,Merry christmas to u too annie!,2025-09-09,00:06:54,203.0.113.254,"('Malaysia', 'Kuala Lumpur')"
ham,Please tell me you have some of that special stock you were talking about,2025-08-19,02:56:52,203.0.113.218,"('Thailand', 'Bangkok')"
ham,I sent them. Do you like?,2025-08-10,03:34:30,124.13.255.38,"('Malaysia', 'Kuala Lumpur')"
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",2025-09-02,09:31:24,45.67.132.16,"('Netherlands', 'North Holland')"
ham,"Awesome, be there in a minute",2025-07-11,01:11:08,203.0.113.6,"('Thailand', 'Bangkok')"
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",2025-08-03,00:35:17,10.0.167.247,"('Indonesia', 'DKI Jakarta')"
ham,I've told you everything will stop. Just dont let her get dehydrated.,2025-08-09,03:30:10,10.0.8.77,"('Malaysia', 'Selangor')"
ham,Or I guess  &lt;#&gt;  min,2025-07-11,03:44:24,10.0.107.148,"('Singapore', 'Central')"
ham,I'm home. Ard wat time will u reach?,2025-09-10,00:34:33,203.0.113.103,"('Singapore', 'Central')"
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",2025-07-19,05:33:57,185.220.100.39,"('Malaysia', 'Kuala Lumpur')"
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",2025-07-11,03:53:30,172.16.206.76,"('Singapore', 'Central')"
ham,Aight should I just plan to come up later tonight?,2025-09-03,05:56:42,192.168.58.68,"('Malaysia', 'Selangor')"
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,2025-07-22,04:07:29,172.16.176.173,"('Indonesia', 'DKI Jakarta')"
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",2025-09-14,11:27:36,45.67.195.15,"('Germany', 'Hesse')"
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,2025-07-06,02:04:20,192.168.188.232,"('Thailand', 'Bangkok')"
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",2025-08-04,05:39:05,124.13.19.219,"('Singapore', 'Central')"
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",2025-09-10,00:13:55,192.168.141.161,"('Malaysia', 'Selangor')"
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,2025-08-15,01:38:40,172.16.231.230,"('Indonesia', 'DKI Jakarta')"
ham,Ranjith cal drpd Deeraj and deepak 5min hold,2025-07-29,01:20:51,198.51.100.139,"('Romania', 'Bucharest')"
ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,2025-08-12,04:27:59,203.0.113.171,"('Malaysia', 'Selangor')"
ham,Hey u still at the gym?,2025-07-08,02:34:24,124.13.116.186,"('Singapore', 'Central')"
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",2025-07-16,02:44:39,172.16.18.57,"('Malaysia', 'Selangor')"
ham,Much better now thanks lol,2025-08-17,01:23:17,203.0.113.190,"('United States', 'Virginia')"
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",2025-07-24,03:48:59,192.168.189.5,"('Malaysia', 'Selangor')"
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",2025-07-06,00:33:00,172.16.96.247,"('Malaysia', 'Kuala Lumpur')"
ham,Wa... U so efficient... Gee... Thanx...,2025-09-23,05:16:12,172.16.149.233,"('Malaysia', 'Selangor')"
spam,3. You have received your mobile content. Enjoy,2025-08-12,10:02:04,198.51.100.140,"('United States', 'Virginia')"
ham,S but not able to sleep.,2025-08-04,04:55:51,203.0.113.114,"('Netherlands', 'North Holland')"
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,2025-07-12,17:40:22,5.188.75.134,"('Netherlands', 'North Holland')"
ham,We will meet soon princess! Ttyl!,2025-07-28,00:27:10,172.16.37.176,"('Malaysia', 'Kuala Lumpur')"
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,2025-08-17,02:27:20,10.0.147.99,"('Indonesia', 'DKI Jakarta')"
ham,Oh :-)only 4 outside players allowed to play know,2025-08-18,04:13:16,203.0.113.182,"('Singapore', 'Central')"
ham,I anything lor.,2025-08-23,01:13:34,192.168.215.134,"('Indonesia', 'DKI Jakarta')"
ham,Erutupalam thandiyachu,2025-07-14,01:40:44,203.0.113.61,"('Romania', 'Bucharest')"
ham,"Y cant u try new invention to fly..i'm not joking.,",2025-07-31,03:37:23,192.168.63.33,"('Indonesia', 'DKI Jakarta')"
ham,No..its ful of song lyrics..,2025-07-20,05:09:33,203.0.113.12,"('Thailand', 'Bangkok')"
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",2025-08-21,01:38:27,172.16.236.155,"('Singapore', 'Central')"
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,2025-07-10,05:36:38,172.16.80.183,"('Malaysia', 'Selangor')"
ham,Shopping? Eh ger i toking abt syd leh...Haha,2025-09-27,01:15:19,203.0.113.131,"('Malaysia', 'Kuala Lumpur')"
ham,What not under standing.,2025-08-14,01:57:44,203.0.113.170,"('Indonesia', 'DKI Jakarta')"
ham,have * good weekend.,2025-09-01,00:39:45,172.16.203.248,"('Malaysia', 'Selangor')"
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,2025-09-12,01:04:04,192.168.20.123,"('Indonesia', 'DKI Jakarta')"
ham,Call me when you get the chance plz &lt;3,2025-07-31,02:31:42,10.0.237.57,"('Singapore', 'Central')"
ham,The new deus ex game comin early next yr,2025-09-14,03:10:30,192.168.254.232,"('Malaysia', 'Selangor')"
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,2025-09-21,00:57:48,124.13.159.188,"('Singapore', 'Central')"
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",2025-09-01,02:59:28,203.0.113.211,"('Malaysia', 'Selangor')"
ham,Probably a couple hours tops,2025-09-27,04:14:17,192.168.26.85,"('Singapore', 'Central')"
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",2025-09-09,04:39:39,10.0.2.158,"('Malaysia', 'Selangor')"
ham,Man this bus is so so so slow. I think you're gonna get there before me,2025-09-08,00:35:06,10.0.171.87,"('Malaysia', 'Selangor')"
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,2025-09-05,02:06:12,124.13.193.249,"('Singapore', 'Central')"
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",2025-09-15,03:03:25,203.0.113.250,"('Thailand', 'Bangkok')"
ham,Ok,2025-08-01,04:24:35,192.168.82.7,"('Thailand', 'Bangkok')"
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",2025-07-25,11:17:15,198.51.100.163,"('Hong Kong', 'Hong Kong')"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",2025-07-30,14:02:22,37.120.57.130,"('United States', 'Virginia')"
ham,Nvm take ur time.,2025-09-19,00:52:44,203.0.113.225,"('Malaysia', 'Kuala Lumpur')"
ham,So wat's da decision?,2025-07-08,05:49:06,203.0.113.96,"('Malaysia', 'Kuala Lumpur')"
ham,Wot is u up 2 then bitch?,2025-09-01,04:27:14,124.13.123.173,"('Indonesia', 'DKI Jakarta')"
ham,Stupid.its not possible,2025-08-15,00:07:03,192.168.120.0,"('Singapore', 'Central')"
ham,She told to hr that he want posting in chennai:)because i'm working here:),2025-09-14,01:45:12,124.13.233.16,"('United States', 'Virginia')"
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,2025-08-14,15:20:25,37.120.83.245,"('Romania', 'Bucharest')"
ham,When are you guys leaving?,2025-07-27,02:03:25,192.168.141.205,"('Thailand', 'Bangkok')"
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,2025-08-23,05:15:21,192.168.31.83,"('Malaysia', 'Selangor')"
ham,Not able to do anything.,2025-09-26,05:01:59,192.168.212.160,"('Hong Kong', 'Hong Kong')"
ham,Ü takin linear algebra today?,2025-07-05,03:54:25,10.0.176.93,"('Malaysia', 'Selangor')"
ham,This weekend is fine (an excuse not to do too much decorating),2025-09-20,03:58:51,10.0.164.113,"('Malaysia', 'Selangor')"
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",2025-07-31,02:09:43,172.16.193.204,"('Singapore', 'Central')"
ham,Now project pa. After that only i can come.,2025-08-26,02:14:31,10.0.126.59,"('Singapore', 'Central')"
spam,Money i have won wining number 946 wot do i do next,2025-07-24,11:05:47,37.120.94.54,"('United States', 'Virginia')"
ham,"Sure, whenever you show the fuck up &gt;:(",2025-07-03,01:12:25,172.16.148.77,"('Singapore', 'Central')"
ham,That was random saw my old roomate on campus. He graduated,2025-09-02,00:56:39,192.168.238.95,"('Indonesia', 'DKI Jakarta')"
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",2025-09-09,12:48:18,198.51.100.40,"('United States', 'Virginia')"
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",2025-07-05,02:06:21,172.16.152.186,"('Germany', 'Hesse')"
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,2025-07-11,03:48:12,192.168.83.173,"('Malaysia', 'Selangor')"
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",2025-08-27,04:59:24,192.168.164.30,"('Malaysia', 'Kuala Lumpur')"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,2025-07-06,05:26:23,172.16.188.239,"('Thailand', 'Bangkok')"
ham,Hi good mornin.. Thanku wish u d same..,2025-09-25,01:24:14,203.0.113.135,"('Hong Kong', 'Hong Kong')"
ham,DO U WANT 2 MEET UP 2MORRO,2025-09-23,03:20:30,198.51.100.61,"('Malaysia', 'Selangor')"
ham,Actually I decided I was too hungry so I haven't left yet :V,2025-07-15,05:41:49,192.168.81.119,"('Malaysia', 'Selangor')"
ham,I've sent ü my part..,2025-08-27,05:33:22,198.51.100.122,"('Indonesia', 'DKI Jakarta')"
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,2025-07-13,04:07:24,185.220.100.71,"('Singapore', 'Central')"
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",2025-07-08,17:34:37,45.67.98.169,"('Netherlands', 'North Holland')"
ham,Understand. his loss is my gain :) so do you work? School?,2025-09-20,01:39:13,124.13.55.89,"('Malaysia', 'Selangor')"
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,2025-08-05,05:08:29,10.0.12.92,"('Thailand', 'Bangkok')"
ham,"Hiya, probably coming home * weekend after next",2025-09-16,01:29:42,203.0.113.5,"('Thailand', 'Bangkok')"
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,2025-07-17,05:53:21,10.0.35.27,"('Singapore', 'Central')"
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,2025-07-21,01:44:14,172.16.210.225,"('Singapore', 'Central')"
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,2025-07-07,03:16:10,10.0.33.150,"('Romania', 'Bucharest')"
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,2025-09-14,09:30:34,185.220.100.216,"('Romania', 'Bucharest')"
ham,I have no money 4 steve mate! !,2025-08-25,01:42:37,10.0.70.221,"('Singapore', 'Central')"
ham,IM LATE TELLMISS IM ON MY WAY,2025-07-06,03:21:41,203.0.113.171,"('Thailand', 'Bangkok')"
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,2025-07-12,04:41:59,124.13.101.224,"('Thailand', 'Bangkok')"
ham,Normally i use to drink more water daily:),2025-07-17,03:41:24,192.168.248.199,"('Malaysia', 'Kuala Lumpur')"
ham,Dare i ask... Any luck with sorting out the car?,2025-09-28,04:51:33,203.0.113.123,"('Indonesia', 'DKI Jakarta')"
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",2025-08-17,03:40:12,185.220.100.214,"('Thailand', 'Bangkok')"
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",2025-08-04,00:48:26,203.0.113.96,"('Singapore', 'Central')"
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,2025-07-10,02:43:21,10.0.63.2,"('Malaysia', 'Kuala Lumpur')"
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,2025-08-09,10:47:46,5.188.42.149,"('Romania', 'Bucharest')"
ham,I've been trying to reach him without success,2025-09-15,02:18:58,10.0.115.51,"('Malaysia', 'Selangor')"
ham,when you and derek done with class?,2025-09-12,05:40:05,203.0.113.247,"('Singapore', 'Central')"
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,2025-09-27,00:31:18,10.0.43.151,"('Germany', 'Hesse')"
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,2025-08-13,03:55:59,172.16.140.159,"('Indonesia', 'DKI Jakarta')"
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,2025-09-20,03:47:14,10.0.204.152,"('Malaysia', 'Kuala Lumpur')"
ham,Hope you are having a good week. Just checking in,2025-07-21,01:15:23,10.0.179.57,"('Thailand', 'Bangkok')"
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",2025-07-28,05:27:26,192.168.149.243,"('Malaysia', 'Selangor')"
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,2025-08-07,03:28:11,203.0.113.211,"('Malaysia', 'Selangor')"
ham,Great. Have a safe trip. Dont panic surrender all.,2025-09-28,04:39:10,192.168.23.139,"('Thailand', 'Bangkok')"
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",2025-08-25,02:13:13,172.16.73.9,"('Thailand', 'Bangkok')"
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,2025-08-19,04:51:30,172.16.198.228,"('Singapore', 'Central')"
ham,Try to do something dear. You read something for exams,2025-08-12,00:14:07,172.16.192.14,"('Thailand', 'Bangkok')"
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",2025-07-29,00:58:18,192.168.162.136,"('Indonesia', 'DKI Jakarta')"
ham,Gettin rdy to ship comp,2025-09-21,02:29:03,10.0.208.109,"('Thailand', 'Bangkok')"
ham,I am in hospital da. . I will return home in evening,2025-08-26,01:19:59,203.0.113.150,"('Malaysia', 'Kuala Lumpur')"
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),2025-08-18,02:19:25,124.13.207.84,"('Thailand', 'Bangkok')"
ham,Think + da. You wil do.,2025-08-03,03:29:55,203.0.113.44,"('Malaysia', 'Selangor')"
ham,I'm awake oh. What's up.,2025-07-02,04:04:27,172.16.103.51,"('Indonesia', 'DKI Jakarta')"
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,2025-07-13,04:58:31,192.168.187.225,"('Malaysia', 'Selangor')"
ham,How much u trying to get?,2025-07-25,03:59:57,124.13.160.4,"('Indonesia', 'DKI Jakarta')"
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",2025-07-19,03:44:31,192.168.73.249,"('Malaysia', 'Selangor')"
ham,Tell me again what your address is,2025-07-17,02:43:33,10.0.69.158,"('Indonesia', 'DKI Jakarta')"
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",2025-08-13,03:17:47,192.168.7.4,"('Germany', 'Hesse')"
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,2025-07-27,03:13:12,203.0.113.132,"('Malaysia', 'Selangor')"
ham,But you were together so you should be thinkin about him,2025-09-15,05:53:14,10.0.149.235,"('Thailand', 'Bangkok')"
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,2025-08-27,05:59:59,10.0.252.169,"('Singapore', 'Central')"
ham,At WHAT TIME should i come tomorrow,2025-07-25,02:46:46,172.16.233.94,"('Indonesia', 'DKI Jakarta')"
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,2025-07-21,15:52:43,37.120.110.246,"('Romania', 'Bucharest')"
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",2025-07-25,01:52:24,192.168.73.18,"('Netherlands', 'North Holland')"
ham,Omg how did u know what I ate?,2025-09-01,05:16:39,10.0.119.2,"('Singapore', 'Central')"
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,2025-08-08,11:00:37,185.220.100.196,"('Germany', 'Hesse')"
ham,:( but your not here....,2025-08-09,05:19:56,203.0.113.212,"('Indonesia', 'DKI Jakarta')"
ham,Not directly behind... Abt 4 rows behind ü...,2025-08-16,04:06:16,10.0.115.28,"('Thailand', 'Bangkok')"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,2025-08-02,17:54:10,37.120.141.59,"('Netherlands', 'North Holland')"
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",2025-09-05,15:14:35,5.188.70.224,"('Romania', 'Bucharest')"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",2025-08-29,15:48:51,37.120.186.110,"('Hong Kong', 'Hong Kong')"
ham,No plans yet. What are you doing ?,2025-07-12,00:26:30,172.16.17.68,"('Singapore', 'Central')"
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,2025-08-20,00:50:04,45.67.173.123,"('Malaysia', 'Selangor')"
ham,Not course. Only maths one day one chapter with in one month we can finish.,2025-09-03,00:55:50,124.13.162.179,"('Malaysia', 'Selangor')"
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),2025-07-25,01:40:46,192.168.211.85,"('Singapore', 'Central')"
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",2025-08-28,11:44:19,45.67.51.117,"('Germany', 'Hesse')"
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,2025-09-04,05:46:32,203.0.113.248,"('Singapore', 'Central')"
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,2025-08-28,11:42:26,5.188.26.193,"('Hong Kong', 'Hong Kong')"
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",2025-07-31,16:58:29,198.51.100.248,"('Romania', 'Bucharest')"
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",2025-07-17,02:19:25,37.120.220.65,"('Singapore', 'Central')"
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),2025-07-11,05:25:56,124.13.242.53,"('Thailand', 'Bangkok')"
ham,Have you not finished work yet or something?,2025-08-16,03:43:05,172.16.57.82,"('United States', 'Virginia')"
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,2025-07-09,04:56:20,203.0.113.101,"('Indonesia', 'DKI Jakarta')"
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,2025-09-13,11:42:48,5.188.96.201,"('Romania', 'Bucharest')"
ham,Right it wasnt you who phoned it was someone with a number like yours!,2025-08-15,03:17:41,37.120.242.158,"('Indonesia', 'DKI Jakarta')"
ham,It's ok i wun b angry. Msg u aft i come home tonight.,2025-08-26,00:09:06,172.16.46.98,"('Malaysia', 'Selangor')"
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,2025-08-01,01:49:20,172.16.108.45,"('Germany', 'Hesse')"
ham,Yo sorry was in the shower sup,2025-09-10,00:20:55,10.0.7.222,"('Malaysia', 'Kuala Lumpur')"
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",2025-08-02,04:04:14,203.0.113.91,"('Thailand', 'Bangkok')"
ham,Full heat pa:-) i have applyed oil pa.,2025-09-26,04:54:12,172.16.140.209,"('Singapore', 'Central')"
ham,I'm stuck in da middle of da row on da right hand side of da lt...,2025-08-11,04:40:33,192.168.139.123,"('Germany', 'Hesse')"
ham,Have you laid your airtel line to rest?,2025-09-29,03:50:55,10.0.67.167,"('Indonesia', 'DKI Jakarta')"
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,2025-08-02,05:44:06,10.0.136.143,"('Thailand', 'Bangkok')"
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,2025-07-20,12:31:47,37.120.47.207,"('Germany', 'Hesse')"
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",2025-09-30,00:23:13,10.0.73.153,"('Malaysia', 'Selangor')"
ham,And I don't plan on staying the night but I prolly won't be back til late,2025-08-12,00:30:36,124.13.131.241,"('Thailand', 'Bangkok')"
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,2025-08-10,00:37:56,192.168.230.29,"('Malaysia', 'Selangor')"
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",2025-09-25,02:45:20,37.120.182.143,"('Malaysia', 'Selangor')"
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",2025-09-06,01:06:06,45.67.192.170,"('Thailand', 'Bangkok')"
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,2025-07-10,04:39:56,172.16.110.76,"('Singapore', 'Central')"
ham,We live in the next  &lt;#&gt; mins,2025-08-31,05:10:30,203.0.113.183,"('Malaysia', 'Selangor')"
ham,Y de asking like this.,2025-07-28,00:07:59,172.16.111.160,"('Indonesia', 'DKI Jakarta')"
ham,Just glad to be talking to you.,2025-07-15,04:09:36,172.16.148.58,"('Malaysia', 'Kuala Lumpur')"
ham,Wat time ü finish?,2025-09-07,02:50:32,172.16.157.87,"('Singapore', 'Central')"
ham,Sorry da. I gone mad so many pending works what to do.,2025-07-24,04:04:30,5.188.204.59,"('Singapore', 'Central')"
ham,How much you got for cleaning,2025-08-05,02:24:08,172.16.44.111,"('Indonesia', 'DKI Jakarta')"
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,2025-08-25,04:36:21,198.51.100.114,"('Thailand', 'Bangkok')"
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,2025-09-27,11:17:19,198.51.100.87,"('Netherlands', 'North Holland')"
ham,Ü called dad oredi...,2025-09-24,01:55:36,124.13.237.207,"('Malaysia', 'Kuala Lumpur')"
